InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click
998,sora1254,srb,Savara,,006F,o,o,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,0075,u,u,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,00E6,æ,æ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,0251,ɑ,ɑ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,0259,ə,ə,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,025B,ɛ,ɛ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,026A,ɪ,ɪ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,028A,ʊ,ʊ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
998,sora1254,srb,Savara,,028C,ʌ,ʌ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
999,sayu1241,pos,Popoluca de Sayula,,0062,b,b,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0064,d,d,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0064+0320+0292,d̠ʒ,d̠ʒ,False,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0066,f,f,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,006A,j,j,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,006C,l,l,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,006D,m,m,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,006E,n,n,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0070,p,p,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0071,q,q,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0072,r,r,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0073,s,s,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0074,t,t,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0074+0073,ts,ts,False,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0074+0320+0283,t̠ʃ,t̠ʃ,False,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0076,v,v,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0077,w,w,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0261,ɡ,ɡ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0283,ʃ,ʃ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
999,sayu1241,pos,Popoluca de Sayula,,0061,a,a,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
999,sayu1241,pos,Popoluca de Sayula,,0065,e,e,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
999,sayu1241,pos,Popoluca de Sayula,,0069,i,i,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
999,sayu1241,pos,Popoluca de Sayula,,006F,o,o,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
999,sayu1241,pos,Popoluca de Sayula,,0075,u,u,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
999,sayu1241,pos,Popoluca de Sayula,,0289,ʉ,ʉ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
1000,seco1241,sey,Secoya,,0064,d,d,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,0068,h,h,False,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,006A,j,j,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,006B,k,k,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,006B+02B7,kʷ,kʷ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,006D,m,m,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,0070,p,p,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,0073,s,s,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,0074,t,t,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,0077,w,w w̃,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,007A,z,z,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1000,seco1241,sey,Secoya,,0294,ʔ,ʔ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1000,seco1241,sey,Secoya,,0061,a,a,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1000,seco1241,sey,Secoya,,0065,e,e,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1000,seco1241,sey,Secoya,,0069,i,i,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1000,seco1241,sey,Secoya,,006F,o,o ɔ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1000,seco1241,sey,Secoya,,0075,u,u,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1000,seco1241,sey,Secoya,,0268,ɨ,ɨ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,0062,b,b,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0064,d,d,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0064+02B2,dʲ,dʲ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0068,h,h,False,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,006A,j,j,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,006B,k,k,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,006C,l,l,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,006D,m,m,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,006E,n,n,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0070,p,p,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0071,q,q,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0072,r,r,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0072+02B2,rʲ,rʲ,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0073,s,s,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0074,t,t,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0074+0073,ts,ts,False,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0074+0073+02B2,tsʲ,tsʲ,False,consonant,ph,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0074+02B2,tʲ,tʲ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0077,w,w,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,007A,z,z,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,00F0,ð,ð ʐ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0127,ħ,ħ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,+,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,014B,ŋ,ŋ,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,025F,ɟ,ɟ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0261,ɡ,ɡ,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0263,ɣ,ɣ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0266,ɦ,ɦ,False,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,026E,ɮ,ɮ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0272,ɲ,ɲ,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0279,ɹ,ɹ,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,027E,ɾ,ɾ,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0282,ʂ,ʂ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0283,ʃ,ʃ,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1001,taro1264,trv,Sedik,,0065,e,e,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,0069,i,i,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,006F,o,o,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,0075,u,u,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,0251,ɑ,ɑ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,0259,ə,ə,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,0268,ɨ,ɨ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,026A,ɪ,ɪ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,026F,ɯ,ɯ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1001,taro1264,trv,Sedik,,028C,ʌ,ʌ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0068,h,h,False,consonant,ph,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,006B,k,k,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,006C,l,n l,False,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,006D,m,w m,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,006E,n,l ŋ n,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,0070,p,p,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,0073,s,s,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,0074+032A,t̪,t̪,False,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,0077,w,m w,False,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,0078,x,x,False,consonant,ph,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,014B,ŋ,n ŋ,False,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
1002,seim1238,ssg,Seimat,,0061,a,a,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0061+0069,ai,ai,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0061+0075,au,au,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0061+0303,ã,ã,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0065+0069,ei,ei,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0065+0075,eu,eu,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0069,i,i,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0069+0075,iu,iu,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0069+0303,ĩ,ĩ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,006F+0069,oi,oi,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,006F+0075,ou,ou,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0075,u,u,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0075+0303,ũ,ũ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1002,seim1238,ssg,Seimat,,0254,ɔ,ɔ,False,vowel,ph,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
