InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click
1,kore1280,kor,Korean,,0068,h,ç h ɦ,,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,006A,j,j,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006B,k,k̚ ɡ k,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006B+02B0,kʰ,kʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,006B+02C0,kˀ,kˀ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,006C,l,ɾ l lʲ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006D,m,mb m,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006E,n,nd nʲ n̚ n,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0070,p,p b p̚,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0070+02B0,pʰ,pʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,0070+02C0,pˀ,pˀ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0073,s,s z ʃ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0073+02C0,sˀ,sˀ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0074,t,d t t̚,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+02B0,tʰ,tʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+02C0,tˀ,tˀ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0074+0320+0283,t̠ʃ,ts t̠ʃ d̠ʒ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+0320+0283+02C0,t̠ʃˀ,t̠ʃˀ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0077,w,w,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,014B,ŋ,ŋ,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0294,ʔ,ʔ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0061,a,a,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0061+02D0,aː,aː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0065,e,e,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0065+02D0,eː,eː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0069,i,i,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0069+02D0,iː,iː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,006F,o,o,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,006F+02D0,oː,oː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0075,u,u,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0075+02D0,uː,uː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0079,y,y,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,00E6,æ,ɛ æ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,00E6+02D0,æː,æː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,00F8,ø,ø,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0264,ɤ,ɤ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0264+02D0,ɤː,ɤː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,026F,ɯ,ɯ̥ ɯ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,026F+02D0,ɯː,ɯː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0062,b,pʲ β p b,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0064,d,d d r,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0064+02B2,dʲ,dʲ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0068,h,h,,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
2,kett1243,ket,Ket,,006B+031F,k̟,ɡ k ɡ̟ k̟,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,006C+02B2,lʲ,lʲ l̥ʲ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,006C+02E0,lˠ,lˠ l̥ˠ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,006D,m,m m̥,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,006E,n,n n̥,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,006E+02B2,nʲ,n̥ʲ nʲ,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0071,q,ɣ qχ ɢ ʁ q ʀ χ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0073,s,s,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0073+02B2,sʲ,sʲ sʲ ʃʲ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0074,t,t t,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0074+02B2,tʲ,tʲ t̠ʃʲ tʲ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,014B,ŋ,ŋ ŋ̥,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0294,ʔ,ʔ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
2,kett1243,ket,Ket,,029D,ʝ,ʝ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-
2,kett1243,ket,Ket,,0061,a,a̟ a,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0061+02D0,aː,aː a̟ː aː a̟ː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0069,i,i ɪ i,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0069+02D0,iː,iː iː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0075+02D0,uː,uː uː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,00E6,æ,ɛ æ æ e,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,00E6+02D0,æː,æː ɛː æː ɛː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0254,ɔ,o ɔ ø,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0254+02D0,ɔː,ɔː ɔː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0268,ɨ,ɨ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0268+02D0,ɨː,ɨː ɨː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0275+031E,ɵ̞,ɵ̞,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,0275+031E+02D0,ɵ̞ː,ɵ̞ː ɵ̞ː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,0,-,-,+,-,-,-,0,0,-,-,0
2,kett1243,ket,Ket,,028A,ʊ,ʊ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
3,lakk1252,lbe,Lak,,0062,b,b,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0064,d,d,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0068,h,h,,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,006A,j,j,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,006B+02B0,kʰ,kʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,006B+02B7+02B0,kʷʰ,kʷʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,006B+02B7+02BC,kʷʼ,kʷʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,006B+02BC,kʼ,kʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,006B+0348,k͈,k͈,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,006B+0348+02B7,k͈ʷ,k͈ʷ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,006C,l,l,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,006D,m,m,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,006E,n,n,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0070+02B0,pʰ,pʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0070+02BC,pʼ,pʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0070+0348,p͈,p͈,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0071+02B0,qʰ,qʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0071+02B7+02B0,qʷʰ,qʷʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0071+02B7+02BC,qʷʼ,qʷʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0071+02BC,qʼ,qʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0071+0348,q͈,q͈,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0071+0348+02B7,q͈ʷ,q͈ʷ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0072,r,r,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0073,s,s,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0073+0348,s͈,s͈,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0073+02B0,tsʰ,tsʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0073+02B7+02B0,tsʷʰ,tsʷʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,+,-,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0073+02B7+02BC,tsʷʼ,tsʷʼ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0074+0073+02BC,tsʼ,tsʼ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0074+02B0,tʰ,tʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0074+02BC,tʼ,tʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0320+0283+02B7+02B0,t̠ʃʷʰ,t̠ʃʷʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0320+0283+02B7+02BC,t̠ʃʷʼ,t̠ʃʷʼ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0074+0320+0283+02BC,t̠ʃʼ,t̠ʃʼ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
3,lakk1252,lbe,Lak,,0074+0320+0348+0283,t̠͈ʃ,t̠͈ʃ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0320+0348+0283+02B7,t̠͈ʃʷ,t̠͈ʃʷ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0348,t͈,t͈,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0348+0073,t͈s,t͈s,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0074+0348+0073+02B7,t͈sʷ,t͈sʷ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0077,w,w,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0078,x,x,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0078+02B7,xʷ,xʷ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
3,lakk1252,lbe,Lak,,0078+0348,x͈,x͈,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,+,-,-,-,-
3,lakk1252,lbe,Lak,,0078+0348+02B7,x͈ʷ,x͈ʷ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,+,-,-,-,-
